rally_id,horizon_seconds,horizon_frames,final_contact_frame,requested_end_frame,safe_end_frame,effective_end_frame,closure_reasons,strict_landing_frame,strict_landing_x_norm,strict_landing_y_norm,strict_landing_half,strict_landing_at_border,strict_landing_net_ender,capped_landing_frame,capped_landing_x_norm,capped_landing_y_norm,capped_landing_half,capped_landing_at_border,capped_landing_net_ender,strict_verdict,strict_winner,strict_verdict_source,capped_verdict,capped_winner,capped_verdict_source,landing_changed,winner_changed
0,1.0,30,6611,6641,6618,6618,definitive_exclusion,6616,-0.13708960518312532,0.7366985921938958,Bot,false,false,6616,-0.13708960518312532,0.7366985921938958,Bot,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
0,2.0,60,6611,6671,6618,6618,definitive_exclusion,6616,-0.13708960518312532,0.7366985921938958,Bot,false,false,6616,-0.13708960518312532,0.7366985921938958,Bot,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
0,3.0,90,6611,6701,6618,6618,definitive_exclusion,6616,-0.13708960518312532,0.7366985921938958,Bot,false,false,6616,-0.13708960518312532,0.7366985921938958,Bot,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
1,1.0,30,11727,11757,11744,11744,sustained_loss,11733,0.6142071465188599,0.8028447644005067,Bot,false,false,11733,0.6142071465188599,0.8028447644005067,Bot,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
1,2.0,60,11727,11787,11744,11744,sustained_loss,11733,0.6142071465188599,0.8028447644005067,Bot,false,false,11733,0.6142071465188599,0.8028447644005067,Bot,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
1,3.0,90,11727,11817,11744,11744,sustained_loss,11733,0.6142071465188599,0.8028447644005067,Bot,false,false,11733,0.6142071465188599,0.8028447644005067,Bot,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
2,1.0,30,13278,13308,13293,13293,definitive_exclusion,13292,0.40397304923732075,-0.5803335026215134,Top,false,false,13292,0.40397304923732075,-0.5803335026215134,Top,false,false,lost,Top,next_server,lost,Top,next_server,false,false
2,2.0,60,13278,13338,13293,13293,definitive_exclusion,13292,0.40397304923732075,-0.5803335026215134,Top,false,false,13292,0.40397304923732075,-0.5803335026215134,Top,false,false,lost,Top,next_server,lost,Top,next_server,false,false
2,3.0,90,13278,13368,13293,13293,definitive_exclusion,13292,0.40397304923732075,-0.5803335026215134,Top,false,false,13292,0.40397304923732075,-0.5803335026215134,Top,false,false,lost,Top,next_server,lost,Top,next_server,false,false
3,1.0,30,14054,14084,14128,14084,horizon_cap,14065,0.2671733473949101,0.5146044281748413,Bot,false,true,14065,0.2671733473949101,0.5146044281748413,Bot,false,true,won,Top,next_server,won,Top,next_server,false,false
