rally_id,horizon_seconds,horizon_frames,final_contact_frame,requested_end_frame,safe_end_frame,effective_end_frame,closure_reasons,strict_landing_frame,strict_landing_x_norm,strict_landing_y_norm,strict_landing_half,strict_landing_at_border,strict_landing_net_ender,capped_landing_frame,capped_landing_x_norm,capped_landing_y_norm,capped_landing_half,capped_landing_at_border,capped_landing_net_ender,strict_verdict,strict_winner,strict_verdict_source,capped_verdict,capped_winner,capped_verdict_source,landing_changed,winner_changed
2,1.0,25,23918,23943,23928,23928,sustained_loss,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
2,2.0,50,23918,23968,23928,23928,sustained_loss,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
2,3.0,75,23918,23993,23928,23928,sustained_loss,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
3,1.0,25,24686,24711,24710,24710,definitive_exclusion,24705,0.6137751618750323,0.6215578812418133,Bot,false,false,24705,0.6137751618750323,0.6215578812418133,Bot,false,false,won,Top,next_server,won,Top,next_server,false,false
3,2.0,50,24686,24736,24710,24710,definitive_exclusion,24705,0.6137751618750323,0.6215578812418133,Bot,false,false,24705,0.6137751618750323,0.6215578812418133,Bot,false,false,won,Top,next_server,won,Top,next_server,false,false
3,3.0,75,24686,24761,24710,24710,definitive_exclusion,24705,0.6137751618750323,0.6215578812418133,Bot,false,false,24705,0.6137751618750323,0.6215578812418133,Bot,false,false,won,Top,next_server,won,Top,next_server,false,false
4,1.0,25,25230,25255,25248,25248,sustained_loss,25240,0.26833868174512043,0.47054339337469353,Top,false,true,25240,0.26833868174512043,0.47054339337469353,Top,false,true,lost,Bot,net_rule,lost,Bot,net_rule,false,false
4,2.0,50,25230,25280,25248,25248,sustained_loss,25240,0.26833868174512043,0.47054339337469353,Top,false,true,25240,0.26833868174512043,0.47054339337469353,Top,false,true,lost,Bot,net_rule,lost,Bot,net_rule,false,false
4,3.0,75,25230,25305,25248,25248,sustained_loss,25240,0.26833868174512043,0.47054339337469353,Top,false,true,25240,0.26833868174512043,0.47054339337469353,Top,false,true,lost,Bot,net_rule,lost,Bot,net_rule,false,false
7,1.0,25,26382,26407,26433,26407,horizon_cap,26415,0.4541015878440043,-0.19344587091178272,Top,false,false,26406,0.4294341257057292,-0.39146303651127445,Top,false,false,lost,Bot,landing_geometry,lost,Bot,landing_geometry,true,false
7,2.0,50,26382,26432,26433,26432,horizon_cap,26415,0.4541015878440043,-0.19344587091178272,Top,false,false,26415,0.4541015878440043,-0.19344587091178272,Top,false,false,lost,Bot,landing_geometry,lost,Bot,landing_geometry,false,false
7,3.0,75,26382,26457,26433,26433,definitive_exclusion,26415,0.4541015878440043,-0.19344587091178272,Top,false,false,26415,0.4541015878440043,-0.19344587091178272,Top,false,false,lost,Bot,landing_geometry,lost,Bot,landing_geometry,false,false
9,1.0,25,28498,28523,28504,28504,definitive_exclusion,28501,0.3020973793837154,0.6431935672128639,Bot,false,false,28501,0.3020973793837154,0.6431935672128639,Bot,false,false,lost,Top,landing_geometry,lost,Top,landing_geometry,false,false
9,2.0,50,28498,28548,28504,28504,definitive_exclusion,28501,0.3020973793837154,0.6431935672128639,Bot,false,false,28501,0.3020973793837154,0.6431935672128639,Bot,false,false,lost,Top,landing_geometry,lost,Top,landing_geometry,false,false
9,3.0,75,28498,28573,28504,28504,definitive_exclusion,28501,0.3020973793837154,0.6431935672128639,Bot,false,false,28501,0.3020973793837154,0.6431935672128639,Bot,false,false,lost,Top,landing_geometry,lost,Top,landing_geometry,false,false
11,1.0,25,29246,29271,29261,29261,definitive_exclusion,29260,0.4109587627247214,-0.2824131530698616,Top,false,false,29260,0.4109587627247214,-0.2824131530698616,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
11,2.0,50,29246,29296,29261,29261,definitive_exclusion,29260,0.4109587627247214,-0.2824131530698616,Top,false,false,29260,0.4109587627247214,-0.2824131530698616,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
11,3.0,75,29246,29321,29261,29261,definitive_exclusion,29260,0.4109587627247214,-0.2824131530698616,Top,false,false,29260,0.4109587627247214,-0.2824131530698616,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
12,1.0,25,29529,29554,29568,29554,horizon_cap,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
12,2.0,50,29529,29579,29568,29568,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
12,3.0,75,29529,29604,29568,29568,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
13,1.0,25,30153,30178,30156,30156,definitive_exclusion,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
13,2.0,50,30153,30203,30156,30156,definitive_exclusion,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
13,3.0,75,30153,30228,30156,30156,definitive_exclusion,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
14,1.0,25,31054,31079,31075,31075,definitive_exclusion,,,,,,,,,,,,,,,,,,,false,false
14,2.0,50,31054,31104,31075,31075,definitive_exclusion,,,,,,,,,,,,,,,,,,,false,false
14,3.0,75,31054,31129,31075,31075,definitive_exclusion,,,,,,,,,,,,,,,,,,,false,false
16,1.0,25,31678,31703,31704,31703,horizon_cap,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
16,2.0,50,31678,31728,31704,31704,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
16,3.0,75,31678,31753,31704,31704,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
17,1.0,25,32033,32058,32084,32058,horizon_cap,,,,,,,,,,,,,,,,,,,false,false
17,2.0,50,32033,32083,32084,32083,horizon_cap,,,,,,,,,,,,,,,,,,,false,false
17,3.0,75,32033,32108,32084,32084,definitive_exclusion,,,,,,,,,,,,,,,,,,,false,false
19,1.0,25,33217,33242,33239,33239,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
19,2.0,50,33217,33267,33239,33239,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
19,3.0,75,33217,33292,33239,33239,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
20,1.0,25,33393,33418,33535,33418,horizon_cap,33503,0.4541015878440043,-0.19344587091178272,Top,false,false,33415,0.073319409950664,0.18169053159987864,Top,false,false,won,Top,next_server,won,Top,next_server,true,false
20,2.0,50,33393,33443,33535,33443,horizon_cap,33503,0.4541015878440043,-0.19344587091178272,Top,false,false,33439,0.4541015878440043,-0.19344587091178272,Top,false,false,won,Top,next_server,won,Top,next_server,true,false
20,3.0,75,33393,33468,33535,33468,horizon_cap,33503,0.4541015878440043,-0.19344587091178272,Top,false,false,33439,0.4541015878440043,-0.19344587091178272,Top,false,false,won,Top,next_server,won,Top,next_server,true,false
21,1.0,25,34190,34215,34194,34194,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
21,2.0,50,34190,34240,34194,34194,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
21,3.0,75,34190,34265,34194,34194,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
22,1.0,25,34462,34487,34474,34474,sustained_loss,34466,-0.3145485759011226,-0.353890982511844,Top,false,false,34466,-0.3145485759011226,-0.353890982511844,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
22,2.0,50,34462,34512,34474,34474,sustained_loss,34466,-0.3145485759011226,-0.353890982511844,Top,false,false,34466,-0.3145485759011226,-0.353890982511844,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
22,3.0,75,34462,34537,34474,34474,sustained_loss,34466,-0.3145485759011226,-0.353890982511844,Top,false,false,34466,-0.3145485759011226,-0.353890982511844,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
23,1.0,25,35497,35522,35520,35520,sustained_loss,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
23,2.0,50,35497,35547,35520,35520,sustained_loss,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
23,3.0,75,35497,35572,35520,35520,sustained_loss,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
24,1.0,25,36121,36146,36246,36146,horizon_cap,36223,0.4541015878440043,-0.19344587091178272,Top,false,false,36140,0.4810693263214998,-0.19329717696119084,Top,false,false,won,Bot,next_server,won,Bot,next_server,true,false
24,2.0,50,36121,36171,36246,36171,horizon_cap,36223,0.4541015878440043,-0.19344587091178272,Top,false,false,36167,0.4297511011812293,-0.37733213905074114,Top,false,false,won,Bot,next_server,won,Bot,next_server,true,false
24,3.0,75,36121,36196,36246,36196,horizon_cap,36223,0.4541015878440043,-0.19344587091178272,Top,false,false,36191,0.4541015878440043,-0.19344587091178272,Top,false,false,won,Bot,next_server,won,Bot,next_server,true,false
25,1.0,25,37726,37751,37793,37751,horizon_cap,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
25,2.0,50,37726,37776,37793,37776,horizon_cap,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
25,3.0,75,37726,37801,37793,37793,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
26,1.0,25,38467,38492,38471,38471,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
26,2.0,50,38467,38517,38471,38471,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
26,3.0,75,38467,38542,38471,38471,definitive_exclusion,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
27,1.0,25,39025,39050,39042,39042,definitive_exclusion,39039,0.4541015878440043,-0.19344587091178272,Top,false,false,39039,0.4541015878440043,-0.19344587091178272,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
27,2.0,50,39025,39075,39042,39042,definitive_exclusion,39039,0.4541015878440043,-0.19344587091178272,Top,false,false,39039,0.4541015878440043,-0.19344587091178272,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
27,3.0,75,39025,39100,39042,39042,definitive_exclusion,39039,0.4541015878440043,-0.19344587091178272,Top,false,false,39039,0.4541015878440043,-0.19344587091178272,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
28,1.0,25,39246,39271,39345,39271,horizon_cap,39327,0.4541015878440043,-0.19344587091178272,Top,false,false,39270,0.4294341257057292,-0.39146303651127445,Top,false,false,won,Bot,next_server,won,Bot,next_server,true,false
28,2.0,50,39246,39296,39345,39296,horizon_cap,39327,0.4541015878440043,-0.19344587091178272,Top,false,false,39295,0.4541015878440043,-0.19344587091178272,Top,false,false,won,Bot,next_server,won,Bot,next_server,true,false
28,3.0,75,39246,39321,39345,39321,horizon_cap,39327,0.4541015878440043,-0.19344587091178272,Top,false,false,39319,0.4297511011812293,-0.37733213905074114,Top,false,false,won,Bot,next_server,won,Bot,next_server,true,false
