rally_id,tolerance_base30,tolerance_frames,row_kind,gt_frame,candidate_frame,offset_frames
0,5,4,matched,23758,23758,0
0,5,4,matched,23870,23870,0
0,5,4,matched,23703,23702,-1
0,5,4,matched,23724,23723,-1
0,5,4,matched,23735,23734,-1
0,5,4,matched,23825,23824,-1
0,5,4,matched,23780,23778,-2
0,5,4,matched,23806,23804,-2
0,5,4,matched,23661,23665,4
0,5,4,unmatched_gt,23682,,
0,5,4,unmatched_gt,23847,,
0,5,4,unmatched_candidate,,23918,
0,10,8,matched,23758,23758,0
0,10,8,matched,23870,23870,0
0,10,8,matched,23703,23702,-1
0,10,8,matched,23724,23723,-1
0,10,8,matched,23735,23734,-1
0,10,8,matched,23825,23824,-1
0,10,8,matched,23780,23778,-2
0,10,8,matched,23806,23804,-2
0,10,8,matched,23661,23665,4
0,10,8,unmatched_gt,23682,,
0,10,8,unmatched_gt,23847,,
0,10,8,unmatched_candidate,,23918,
1,5,4,matched,24496,24496,0
1,5,4,matched,24590,24590,0
1,5,4,matched,24423,24422,-1
1,5,4,matched,24473,24472,-1
1,5,4,matched,24545,24544,-1
1,5,4,matched,24371,24369,-2
1,5,4,matched,24404,24402,-2
1,5,4,matched,24451,24449,-2
1,5,4,matched,24621,24619,-2
1,5,4,matched,24645,24643,-2
1,5,4,unmatched_gt,24388,,
1,5,4,unmatched_gt,24535,,
1,5,4,unmatched_gt,24568,,
1,5,4,unmatched_gt,24600,,
1,5,4,unmatched_candidate,,24382,
1,5,4,unmatched_candidate,,24686,
1,10,8,matched,24496,24496,0
1,10,8,matched,24590,24590,0
1,10,8,matched,24423,24422,-1
1,10,8,matched,24473,24472,-1
1,10,8,matched,24545,24544,-1
1,10,8,matched,24371,24369,-2
1,10,8,matched,24404,24402,-2
1,10,8,matched,24451,24449,-2
1,10,8,matched,24621,24619,-2
1,10,8,matched,24645,24643,-2
1,10,8,matched,24388,24382,-6
1,10,8,unmatched_gt,24535,,
1,10,8,unmatched_gt,24568,,
1,10,8,unmatched_gt,24600,,
1,10,8,unmatched_candidate,,24686,
2,5,4,matched,25153,25152,-1
2,5,4,matched,25132,25134,2
2,5,4,matched,25201,25199,-2
2,5,4,unmatched_gt,25115,,
2,5,4,unmatched_gt,25186,,
2,5,4,unmatched_gt,25211,,
2,5,4,unmatched_candidate,,25217,
2,5,4,unmatched_candidate,,25230,
2,10,8,matched,25153,25152,-1
2,10,8,matched,25132,25134,2
2,10,8,matched,25201,25199,-2
2,10,8,matched,25211,25217,6
2,10,8,unmatched_gt,25115,,
2,10,8,unmatched_gt,25186,,
2,10,8,unmatched_candidate,,25230,
3,5,4,matched,25829,25826,-3
3,5,4,unmatched_gt,25844,,
3,5,4,unmatched_candidate,,25839,
3,5,4,unmatched_candidate,,25867,
3,5,4,unmatched_candidate,,25886,
3,10,8,matched,25829,25826,-3
3,10,8,matched,25844,25839,-5
3,10,8,unmatched_candidate,,25867,
3,10,8,unmatched_candidate,,25886,
4,5,4,unmatched_gt,26199,,
4,10,8,unmatched_gt,26199,,
5,5,4,matched,27590,27587,-3
5,5,4,unmatched_gt,27574,,
5,5,4,unmatched_candidate,,27569,
5,5,4,unmatched_candidate,,27614,
5,5,4,unmatched_candidate,,27651,
5,10,8,matched,27590,27587,-3
5,10,8,matched,27574,27569,-5
5,10,8,unmatched_candidate,,27614,
5,10,8,unmatched_candidate,,27651,
6,5,4,matched,28071,28070,-1
6,5,4,matched,28091,28090,-1
6,5,4,matched,28120,28119,-1
6,5,4,matched,28156,28155,-1
6,5,4,matched,28179,28178,-1
6,5,4,matched,28211,28210,-1
6,5,4,matched,28232,28233,1
6,5,4,matched,28254,28253,-1
6,5,4,matched,28278,28277,-1
6,5,4,matched,28311,28310,-1
6,5,4,matched,28379,28378,-1
6,5,4,matched,28342,28340,-2
6,5,4,matched,28352,28350,-2
6,5,4,matched,28407,28405,-2
6,5,4,matched,28053,28049,-4
6,5,4,unmatched_gt,28132,,
6,5,4,unmatched_gt,28421,,
6,5,4,unmatched_candidate,,28222,
6,5,4,unmatched_candidate,,28478,
6,5,4,unmatched_candidate,,28498,
6,10,8,matched,28071,28070,-1
6,10,8,matched,28091,28090,-1
6,10,8,matched,28120,28119,-1
6,10,8,matched,28156,28155,-1
6,10,8,matched,28179,28178,-1
6,10,8,matched,28211,28210,-1
6,10,8,matched,28232,28233,1
6,10,8,matched,28254,28253,-1
6,10,8,matched,28278,28277,-1
6,10,8,matched,28311,28310,-1
6,10,8,matched,28379,28378,-1
6,10,8,matched,28342,28340,-2
6,10,8,matched,28352,28350,-2
6,10,8,matched,28407,28405,-2
6,10,8,matched,28053,28049,-4
6,10,8,unmatched_gt,28132,,
6,10,8,unmatched_gt,28421,,
6,10,8,unmatched_candidate,,28222,
6,10,8,unmatched_candidate,,28478,
6,10,8,unmatched_candidate,,28498,
7,5,4,matched,29158,29158,0
7,5,4,matched,29178,29177,-1
7,5,4,unmatched_gt,29126,,
7,5,4,unmatched_gt,29140,,
7,5,4,unmatched_gt,29208,,
7,5,4,unmatched_candidate,,29121,
7,5,4,unmatched_candidate,,29132,
7,5,4,unmatched_candidate,,29223,
7,5,4,unmatched_candidate,,29246,
7,10,8,matched,29158,29158,0
7,10,8,matched,29178,29177,-1
7,10,8,matched,29126,29121,-5
7,10,8,matched,29140,29132,-8
7,10,8,unmatched_gt,29208,,
7,10,8,unmatched_candidate,,29223,
7,10,8,unmatched_candidate,,29246,
8,5,4,matched,29785,29784,-1
8,5,4,matched,29819,29818,-1
8,5,4,matched,29902,29901,-1
8,5,4,matched,29958,29957,-1
8,5,4,matched,29972,29971,-1
8,5,4,matched,29986,29985,-1
8,5,4,matched,30048,30049,1
8,5,4,matched,29933,29931,-2
8,5,4,matched,29996,29994,-2
8,5,4,matched,30029,30027,-2
8,5,4,matched,29860,29857,-3
8,5,4,matched,29882,29886,4
8,5,4,unmatched_gt,29767,,
8,5,4,unmatched_gt,29849,,
8,5,4,unmatched_candidate,,29761,
8,5,4,unmatched_candidate,,30065,
8,5,4,unmatched_candidate,,30078,
8,5,4,unmatched_candidate,,30097,
8,5,4,unmatched_candidate,,30153,
8,10,8,matched,29785,29784,-1
8,10,8,matched,29819,29818,-1
8,10,8,matched,29902,29901,-1
8,10,8,matched,29958,29957,-1
8,10,8,matched,29972,29971,-1
8,10,8,matched,29986,29985,-1
8,10,8,matched,30048,30049,1
8,10,8,matched,29933,29931,-2
8,10,8,matched,29996,29994,-2
8,10,8,matched,30029,30027,-2
