rally_id,horizon_seconds,horizon_frames,final_contact_frame,requested_end_frame,safe_end_frame,effective_end_frame,closure_reasons,strict_landing_frame,strict_landing_x_norm,strict_landing_y_norm,strict_landing_half,strict_landing_at_border,strict_landing_net_ender,capped_landing_frame,capped_landing_x_norm,capped_landing_y_norm,capped_landing_half,capped_landing_at_border,capped_landing_net_ender,strict_verdict,strict_winner,strict_verdict_source,capped_verdict,capped_winner,capped_verdict_source,landing_changed,winner_changed
0,1.0,30,6611,6641,6618,6618,definitive_exclusion,6616,-0.1424479721371841,0.7327963577567873,Bot,false,false,6616,-0.1424479721371841,0.7327963577567873,Bot,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
0,2.0,60,6611,6671,6618,6618,definitive_exclusion,6616,-0.1424479721371841,0.7327963577567873,Bot,false,false,6616,-0.1424479721371841,0.7327963577567873,Bot,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
0,3.0,90,6611,6701,6618,6618,definitive_exclusion,6616,-0.1424479721371841,0.7327963577567873,Bot,false,false,6616,-0.1424479721371841,0.7327963577567873,Bot,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
1,1.0,30,11727,11757,11744,11744,sustained_loss,11733,0.6146166439811723,0.8013291857898762,Bot,false,false,11733,0.6146166439811723,0.8013291857898762,Bot,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
1,2.0,60,11727,11787,11744,11744,sustained_loss,11733,0.6146166439811723,0.8013291857898762,Bot,false,false,11733,0.6146166439811723,0.8013291857898762,Bot,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
1,3.0,90,11727,11817,11744,11744,sustained_loss,11733,0.6146166439811723,0.8013291857898762,Bot,false,false,11733,0.6146166439811723,0.8013291857898762,Bot,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
2,1.0,30,13278,13308,13293,13293,definitive_exclusion,13292,0.4083977278837705,-0.6128324319007704,Top,false,false,13292,0.4083977278837705,-0.6128324319007704,Top,false,false,lost,Top,next_server,lost,Top,next_server,false,false
2,2.0,60,13278,13338,13293,13293,definitive_exclusion,13292,0.4083977278837705,-0.6128324319007704,Top,false,false,13292,0.4083977278837705,-0.6128324319007704,Top,false,false,lost,Top,next_server,lost,Top,next_server,false,false
2,3.0,90,13278,13368,13293,13293,definitive_exclusion,13292,0.4083977278837705,-0.6128324319007704,Top,false,false,13292,0.4083977278837705,-0.6128324319007704,Top,false,false,lost,Top,next_server,lost,Top,next_server,false,false
3,1.0,30,14054,14084,14128,14084,horizon_cap,14065,0.2654941220173146,0.506664184529402,Bot,false,true,14065,0.2654941220173146,0.506664184529402,Bot,false,true,lost,Bot,net_rule,lost,Bot,net_rule,false,false
3,2.0,60,14054,14114,14128,14114,horizon_cap,14065,0.2654941220173146,0.506664184529402,Bot,false,true,14065,0.2654941220173146,0.506664184529402,Bot,false,true,lost,Bot,net_rule,lost,Bot,net_rule,false,false
3,3.0,90,14054,14144,14128,14128,definitive_exclusion,14065,0.2654941220173146,0.506664184529402,Bot,false,true,14065,0.2654941220173146,0.506664184529402,Bot,false,true,lost,Bot,net_rule,lost,Bot,net_rule,false,false
5,1.0,30,15297,15327,15320,15320,sustained_loss,15299,0.6605414983444492,0.43168143207177817,Top,false,false,15299,0.6605414983444492,0.43168143207177817,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
5,2.0,60,15297,15357,15320,15320,sustained_loss,15299,0.6605414983444492,0.43168143207177817,Top,false,false,15299,0.6605414983444492,0.43168143207177817,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
5,3.0,90,15297,15387,15320,15320,sustained_loss,15299,0.6605414983444492,0.43168143207177817,Top,false,false,15299,0.6605414983444492,0.43168143207177817,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
6,1.0,30,16126,16156,16132,16132,definitive_exclusion,16128,1.2490786170908341,-0.017857420907066626,Top,false,false,16128,1.2490786170908341,-0.017857420907066626,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
6,2.0,60,16126,16186,16132,16132,definitive_exclusion,16128,1.2490786170908341,-0.017857420907066626,Top,false,false,16128,1.2490786170908341,-0.017857420907066626,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
6,3.0,90,16126,16216,16132,16132,definitive_exclusion,16128,1.2490786170908341,-0.017857420907066626,Top,false,false,16128,1.2490786170908341,-0.017857420907066626,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
7,1.0,30,16829,16859,16832,16832,sustained_loss,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
7,2.0,60,16829,16889,16832,16832,sustained_loss,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
7,3.0,90,16829,16919,16832,16832,sustained_loss,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
8,1.0,30,17582,17612,17592,17592,definitive_exclusion,17590,1.2241986247537844,0.637982798343417,Bot,false,false,17590,1.2241986247537844,0.637982798343417,Bot,false,false,won,Bot,next_server,won,Bot,next_server,false,false
8,2.0,60,17582,17642,17592,17592,definitive_exclusion,17590,1.2241986247537844,0.637982798343417,Bot,false,false,17590,1.2241986247537844,0.637982798343417,Bot,false,false,won,Bot,next_server,won,Bot,next_server,false,false
8,3.0,90,17582,17672,17592,17592,definitive_exclusion,17590,1.2241986247537844,0.637982798343417,Bot,false,false,17590,1.2241986247537844,0.637982798343417,Bot,false,false,won,Bot,next_server,won,Bot,next_server,false,false
9,1.0,30,18558,18588,18637,18588,horizon_cap,18636,0.4083977278837705,-0.6128324319007704,Top,false,false,18587,0.3999271639591543,-0.6789614565504078,Top,false,false,won,Top,next_server,won,Top,next_server,true,false
9,2.0,60,18558,18618,18637,18618,horizon_cap,18636,0.4083977278837705,-0.6128324319007704,Top,false,false,18615,0.426599651360351,-0.7301551377552136,Top,false,false,won,Top,next_server,won,Top,next_server,true,false
9,3.0,90,18558,18648,18637,18637,definitive_exclusion,18636,0.4083977278837705,-0.6128324319007704,Top,false,false,18636,0.4083977278837705,-0.6128324319007704,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
10,1.0,30,19134,19164,19155,19155,definitive_exclusion,19154,1.0807213762204344,0.9714516265983165,Bot,false,false,19154,1.0807213762204344,0.9714516265983165,Bot,false,false,won,Top,next_server,won,Top,next_server,false,false
10,2.0,60,19134,19194,19155,19155,definitive_exclusion,19154,1.0807213762204344,0.9714516265983165,Bot,false,false,19154,1.0807213762204344,0.9714516265983165,Bot,false,false,won,Top,next_server,won,Top,next_server,false,false
10,3.0,90,19134,19224,19155,19155,definitive_exclusion,19154,1.0807213762204344,0.9714516265983165,Bot,false,false,19154,1.0807213762204344,0.9714516265983165,Bot,false,false,won,Top,next_server,won,Top,next_server,false,false
11,1.0,30,20014,20044,20083,20044,horizon_cap,20079,0.4503430629713563,-0.5027855747186354,Top,false,false,20043,0.3999271639591543,-0.6789614565504078,Top,false,false,won,Top,next_server,won,Top,next_server,true,false
11,2.0,60,20014,20074,20083,20074,horizon_cap,20079,0.4503430629713563,-0.5027855747186354,Top,false,false,20071,0.426599651360351,-0.7301551377552136,Top,false,false,won,Top,next_server,won,Top,next_server,true,false
11,3.0,90,20014,20104,20083,20083,definitive_exclusion,20079,0.4503430629713563,-0.5027855747186354,Top,false,false,20079,0.4503430629713563,-0.5027855747186354,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
12,1.0,30,21438,21468,21441,21441,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
12,2.0,60,21438,21498,21441,21441,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
12,3.0,90,21438,21528,21441,21441,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
13,1.0,30,22625,22655,22659,22655,horizon_cap,22655,0.4503430629713563,-0.5027855747186354,Top,false,false,22654,0.4106496933660862,-0.5181728468700405,Top,false,false,lost,Bot,next_server,lost,Bot,next_server,true,false
13,2.0,60,22625,22685,22659,22659,definitive_exclusion,22655,0.4503430629713563,-0.5027855747186354,Top,false,false,22655,0.4503430629713563,-0.5027855747186354,Top,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
13,3.0,90,22625,22715,22659,22659,definitive_exclusion,22655,0.4503430629713563,-0.5027855747186354,Top,false,false,22655,0.4503430629713563,-0.5027855747186354,Top,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
14,1.0,30,23649,23679,23746,23679,horizon_cap,23653,0.28238546718563523,0.32231828290339115,Top,false,false,23653,0.28238546718563523,0.32231828290339115,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
14,2.0,60,23649,23709,23746,23709,horizon_cap,23653,0.28238546718563523,0.32231828290339115,Top,false,false,23653,0.28238546718563523,0.32231828290339115,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
14,3.0,90,23649,23739,23746,23739,horizon_cap,23653,0.28238546718563523,0.32231828290339115,Top,false,false,23653,0.28238546718563523,0.32231828290339115,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
15,1.0,30,24465,24495,24521,24495,horizon_cap,24519,0.426599651360351,-0.7301551377552136,Top,false,false,24493,0.4410706718415377,-0.26275514877607753,Top,false,false,won,Bot,next_server,won,Bot,next_server,true,false
15,2.0,60,24465,24525,24521,24521,definitive_exclusion,24519,0.426599651360351,-0.7301551377552136,Top,false,false,24519,0.426599651360351,-0.7301551377552136,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
15,3.0,90,24465,24555,24521,24521,definitive_exclusion,24519,0.426599651360351,-0.7301551377552136,Top,false,false,24519,0.426599651360351,-0.7301551377552136,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
16,1.0,30,25038,25068,25047,25047,definitive_exclusion,25046,0.42628717221438694,-0.7475743872746453,Top,false,false,25046,0.42628717221438694,-0.7475743872746453,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
16,2.0,60,25038,25098,25047,25047,definitive_exclusion,25046,0.42628717221438694,-0.7475743872746453,Top,false,false,25046,0.42628717221438694,-0.7475743872746453,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
16,3.0,90,25038,25128,25047,25047,definitive_exclusion,25046,0.42628717221438694,-0.7475743872746453,Top,false,false,25046,0.42628717221438694,-0.7475743872746453,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
17,1.0,30,26974,27004,27000,27000,sustained_loss,26981,0.7967132765749277,0.4790009194579108,Top,false,true,26981,0.7967132765749277,0.4790009194579108,Top,false,true,lost,Bot,next_server,lost,Bot,next_server,false,false
17,2.0,60,26974,27034,27000,27000,sustained_loss,26981,0.7967132765749277,0.4790009194579108,Top,false,true,26981,0.7967132765749277,0.4790009194579108,Top,false,true,lost,Bot,next_server,lost,Bot,next_server,false,false
17,3.0,90,26974,27064,27000,27000,sustained_loss,26981,0.7967132765749277,0.4790009194579108,Top,false,true,26981,0.7967132765749277,0.4790009194579108,Top,false,true,lost,Bot,next_server,lost,Bot,next_server,false,false
18,1.0,30,27833,27863,27904,27863,horizon_cap,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
18,2.0,60,27833,27893,27904,27893,horizon_cap,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
18,3.0,90,27833,27923,27904,27904,sustained_loss,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
19,1.0,30,30734,30764,30751,30751,definitive_exclusion,30750,0.4106496933660862,-0.5181728468700405,Top,false,false,30750,0.4106496933660862,-0.5181728468700405,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
19,2.0,60,30734,30794,30751,30751,definitive_exclusion,30750,0.4106496933660862,-0.5181728468700405,Top,false,false,30750,0.4106496933660862,-0.5181728468700405,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
19,3.0,90,30734,30824,30751,30751,definitive_exclusion,30750,0.4106496933660862,-0.5181728468700405,Top,false,false,30750,0.4106496933660862,-0.5181728468700405,Top,false,false,won,Bot,next_server,won,Bot,next_server,false,false
20,1.0,30,31518,31548,31583,31548,horizon_cap,31582,0.4106496933660862,-0.5181728468700405,Top,false,false,31547,0.3999271639591543,-0.6789614565504078,Top,false,false,won,Top,next_server,won,Top,next_server,true,false
20,2.0,60,31518,31578,31583,31578,horizon_cap,31582,0.4106496933660862,-0.5181728468700405,Top,false,false,31575,0.426599651360351,-0.7301551377552136,Top,false,false,won,Top,next_server,won,Top,next_server,true,false
20,3.0,90,31518,31608,31583,31583,definitive_exclusion,31582,0.4106496933660862,-0.5181728468700405,Top,false,false,31582,0.4106496933660862,-0.5181728468700405,Top,false,false,won,Top,next_server,won,Top,next_server,false,false
21,1.0,30,32242,32272,32264,32264,sustained_loss,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
21,2.0,60,32242,32302,32264,32264,sustained_loss,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
