video_id,start_frame,end_frame,upleft_x,upleft_y,upright_x,upright_y,downleft_x,downleft_y,downright_x,downright_y
21,6353,6618,618.3771514892578,461.9669723510742,1292.0241165161133,461.21134757995605,440.372314453125,987.572021484375,1474.764175415039,983.0976104736328
21,11688,11914,618.453483581543,462.4515151977539,1288.2115173339844,457.43496894836426,440.3953742980957,987.4836730957031,1474.7859191894531,982.9458618164062
21,12053,12389,617.955379486084,462.2523021697998,1288.2733154296875,459.57919120788574,440.3264808654785,987.7453994750977,1474.7335052490234,982.8785705566406
21,12478,13293,618.8791465759277,462.6420593261719,1290.2756881713867,459.14886474609375,440.34130096435547,987.6010894775391,1474.746208190918,982.8974533081055
21,13558,14128,622.5590515136719,456.2874412536621,1287.3172760009766,455.8323383331299,440.26817321777344,987.4040222167969,1474.881591796875,982.9364776611328
21,14549,14782,621.6098213195801,459.13536071777344,1289.275131225586,457.9511547088623,440.3273105621338,987.5296783447266,1474.8861694335938,983.1123733520508
21,14862,15095,618.7653923034668,461.3712787628174,1291.2977600097656,460.0964641571045,440.2983283996582,987.4543762207031,1474.8600769042969,982.9438018798828
21,15187,15323,618.0414962768555,464.0089988708496,1291.6278076171875,460.76451301574707,440.4397773742676,987.3051452636719,1474.8161315917969,982.9872894287109
21,15718,16132,618.6236000061035,461.48268699645996,1290.183334350586,460.9797191619873,440.288028717041,987.4543762207031,1474.8040008544922,982.9975891113281
21,16419,16908,618.9731597900391,461.0112476348877,1291.6985321044922,460.14092445373535,440.36767959594727,987.4310302734375,1474.8600769042969,982.9080963134766
21,17195,17592,618.9690971374512,462.4516010284424,1289.1851806640625,460.04502296447754,440.3294563293457,987.3950958251953,1474.8108673095703,982.9232025146484
21,18330,18637,618.5696411132812,463.0297565460205,1290.2427291870117,461.5444850921631,440.34582138061523,987.330322265625,1474.7758483886719,982.9886627197266
21,18952,19155,619.1159820556641,460.63196182250977,1291.7476272583008,461.0199737548828,440.2983283996582,987.4098587036133,1474.8069763183594,982.8968811035156
21,19511,20083,618.7020492553711,461.9904041290283,1292.2065353393555,461.39954566955566,440.1790237426758,987.4982070922852,1474.9636459350586,983.0175018310547
21,21155,21441,619.2304801940918,461.5286064147949,1290.5037689208984,460.27719497680664,440.3747749328613,987.5101089477539,1474.8237991333008,983.0050277709961
21,21999,22659,618.9086151123047,461.47616386413574,1291.8080520629883,461.7444133758545,440.23664474487305,987.4666213989258,1474.8165893554688,983.0030822753906
21,23159,23617,622.5607109069824,458.24870109558105,1286.7655563354492,457.2221374511719,440.2610778808594,987.4631881713867,1474.819564819336,982.9250335693359
21,23641,23746,618.8723945617676,460.5665874481201,1292.706069946289,460.31965255737305,440.3460502624512,987.5174331665039,1474.8355865478516,982.9227447509766
21,24317,24521,618.0372047424316,461.14580154418945,1289.047966003418,460.0964641571045,440.30696868896484,987.5010681152344,1474.7367095947266,982.9147338867188
21,24884,25047,618.0880737304688,463.81476402282715,1287.344741821289,459.7920227050781,440.2983856201172,987.5358581542969,1474.8692321777344,982.9385375976562
21,26639,27006,618.9480400085449,460.66649436950684,1291.7509460449219,460.61634063720703,440.1950454711914,987.3860549926758,1474.7712707519531,982.9566192626953
21,27465,27959,618.9804840087891,461.3718795776367,1289.9872970581055,458.97007942199707,440.2086353302002,987.4539184570312,1474.8536682128906,983.0295181274414
21,29970,30751,621.800479888916,458.1752872467041,1287.2417449951172,457.928409576416,440.36556243896484,987.4249649047852,1474.965705871582,982.9662322998047
21,31456,31583,626.2834167480469,454.50422286987305,1282.3293685913086,453.6675453186035,440.4118251800537,987.5999450683594,1474.7731018066406,983.0113220214844
21,31904,32269,618.6667442321777,462.90249824523926,1291.2578201293945,459.402551651001,440.2748680114746,987.421875,1474.8680877685547,982.8595733642578
21,32800,33946,618.1834030151367,462.64148712158203,1291.6542434692383,460.3492069244385,440.2243995666504,987.4834442138672,1474.9113464355469,982.9774475097656
21,34439,35273,622.0470428466797,457.8593444824219,1287.7893447875977,457.0853519439697,440.43216705322266,987.5006103515625,1474.9024200439453,982.9299545288086
21,37331,37932,618.3406448364258,462.299165725708,1291.0679626464844,460.3387641906738,440.295467376709,987.4604415893555,1474.8529815673828,983.0067443847656
21,38385,38710,618.3445930480957,461.65632247924805,1292.6428985595703,460.9116840362549,440.3192138671875,987.4306869506836,1474.8072052001953,982.9078674316406
21,39382,39790,618.4449005126953,462.6019763946533,1289.4845581054688,460.38445472717285,440.2002811431885,987.462158203125,1474.8057174682617,982.9037475585938
21,40285,40465,618.0603218078613,462.08038330078125,1291.9213485717773,459.4965934753418,440.29008865356445,987.4074554443359,1474.7476959228516,983.0012512207031
21,40979,41290,622.3928833007812,456.99451446533203,1287.4689102172852,457.70928382873535,440.2437400817871,987.4661636352539,1474.8947525024414,983.0353546142578
21,42988,43307,621.5614128112793,459.0480709075928,1288.7084197998047,457.51779556274414,440.3883361816406,987.3495483398438,1474.8738098144531,982.9157638549805
