video_id,case_id,court_parent,scene_index,start_frame,end_frame,n_frames,sampled_frame_indices,quad_source,raw_tl_x,raw_tl_y,raw_tr_x,raw_tr_y,raw_br_x,raw_br_y,raw_bl_x,raw_bl_y,peak_tl,peak_tr,peak_br,peak_bl,corner_source_tl,corner_source_tr,corner_source_br,corner_source_bl,fallback_reproj_line_px,fallback_reproj_anchor_px,fallback_gate_line_frac,fallback_gate_anchor_frac,fallback_n_lines_used,fallback_n_correspondences,fallback_max_sagitta_px,exactly_two_frame_count,exactly_two_frame_fraction,scene_valid,consensus_distance_px,consensus_flagged,active_tl_x,active_tl_y,active_tr_x,active_tr_y,active_br_x,active_br_y,active_bl_x,active_bl_y
21,sset_21/tracknet-stride-8,detected_ckn_opencv_consensus,0,0,3267,3267,"[163,490,816,1143,1470,1796,2123,2450,2776,3103]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
21,sset_21/tracknet-stride-8,detected_ckn_opencv_consensus,1,3267,3695,428,"[3288,3331,3374,3416,3459,3502,3545,3588,3630,3673]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
21,sset_21/tracknet-stride-8,detected_ckn_opencv_consensus,2,3695,4091,396,"[3714,3754,3794,3833,3873,3912,3952,3992,4031,4071]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
21,sset_21/tracknet-stride-8,detected_ckn_opencv_consensus,3,4091,4227,136,"[4097,4111,4125,4138,4152,4165,4179,4193,4206,4220]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
21,sset_21/tracknet-stride-8,detected_ckn_opencv_consensus,4,4227,6353,2126,"[4333,4545,4758,4971,5183,5396,5608,5821,6034,6246]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
21,sset_21/tracknet-stride-8,detected_ckn_opencv_consensus,5,6353,6618,265,"[6366,6392,6419,6445,6472,6498,6525,6551,6578,6604]",fallback,164.90057373046875,123.19119262695312,344.5397644042969,122.98969268798828,393.27044677734375,262.15936279296875,117.4326171875,263.3525390625,0.015035344287753105,0.014066246338188648,0.20546358823776245,0.18980459868907928,fallback,fallback,model,model,2.152425315053364,4.871295454017504e-06,0.0036640649415783455,8.29238662466344e-09,11,32,13.617609131178114,216,0.8150943396226416,true,0.3548329255285248,false,164.90057373046875,123.19119262695312,344.5397644042969,122.98969268798828,393.27044677734375,262.15936279296875,117.4326171875,263.3525390625
21,sset_21/tracknet-stride-8,detected_ckn_opencv_consensus,6,6618,7695,1077,"[6671,6779,6887,6994,7102,7210,7318,7425,7533,7641]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
21,sset_21/tracknet-stride-8,detected_ckn_opencv_consensus,7,7695,7775,80,"[7699,7707,7715,7723,7731,7739,7747,7755,7763,7771]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
21,sset_21/tracknet-stride-8,detected_ckn_opencv_consensus,8,7775,9463,1688,"[7859,8028,8197,8365,8534,8703,8872,9041,9209,9378]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
21,sset_21/tracknet-stride-8,detected_ckn_opencv_consensus,9,9463,10177,714,"[9498,9570,9641,9712,9784,9855,9927,9998,10069,10141]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
21,sset_21/tracknet-stride-8,detected_ckn_opencv_consensus,10,10177,11335,1158,"[10234,10350,10466,10582,10698,10813,10929,11045,11161,11277]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
