rally_id,tolerance_base30,tolerance_frames,row_kind,gt_frame,candidate_frame,offset_frames
0,5,4,unmatched_gt,11496,,
0,5,4,unmatched_gt,11582,,
0,10,8,unmatched_gt,11496,,
0,10,8,unmatched_gt,11582,,
1,5,4,matched,11921,11919,-2
1,5,4,matched,11952,11950,-2
1,5,4,unmatched_gt,11881,,
1,5,4,unmatched_gt,11900,,
1,5,4,unmatched_gt,11934,,
1,5,4,unmatched_gt,11965,,
1,5,4,unmatched_candidate,,11894,
1,5,4,unmatched_candidate,,11983,
1,5,4,unmatched_candidate,,11995,
1,10,8,matched,11921,11919,-2
1,10,8,matched,11952,11950,-2
1,10,8,matched,11900,11894,-6
1,10,8,unmatched_gt,11881,,
1,10,8,unmatched_gt,11934,,
1,10,8,unmatched_gt,11965,,
1,10,8,unmatched_candidate,,11983,
1,10,8,unmatched_candidate,,11995,
2,5,4,matched,12331,12330,-1
2,5,4,matched,12655,12654,-1
2,5,4,matched,12847,12845,-2
2,5,4,matched,12875,12873,-2
2,5,4,matched,12362,12359,-3
2,5,4,matched,12446,12443,-3
2,5,4,matched,12492,12489,-3
2,5,4,matched,12577,12574,-3
2,5,4,matched,12766,12763,-3
2,5,4,matched,12810,12807,-3
2,5,4,matched,12913,12910,-3
2,5,4,matched,12516,12512,-4
2,5,4,matched,12560,12556,-4
2,5,4,matched,12602,12598,-4
2,5,4,matched,12670,12666,-4
2,5,4,matched,12702,12698,-4
2,5,4,matched,12735,12731,-4
2,5,4,unmatched_gt,12298,,
2,5,4,unmatched_gt,12313,,
2,5,4,unmatched_gt,12372,,
2,5,4,unmatched_gt,12400,,
2,5,4,unmatched_gt,12429,,
2,5,4,unmatched_gt,12465,,
2,5,4,unmatched_gt,12631,,
2,5,4,unmatched_gt,12783,,
2,5,4,unmatched_gt,12886,,
2,5,4,unmatched_gt,12942,,
2,5,4,unmatched_candidate,,12288,
2,5,4,unmatched_candidate,,12381,
2,5,4,unmatched_candidate,,12395,
2,5,4,unmatched_candidate,,12967,
2,10,8,matched,12331,12330,-1
2,10,8,matched,12655,12654,-1
2,10,8,matched,12847,12845,-2
2,10,8,matched,12875,12873,-2
2,10,8,matched,12362,12359,-3
2,10,8,matched,12446,12443,-3
2,10,8,matched,12492,12489,-3
2,10,8,matched,12577,12574,-3
2,10,8,matched,12766,12763,-3
2,10,8,matched,12810,12807,-3
2,10,8,matched,12913,12910,-3
2,10,8,matched,12516,12512,-4
2,10,8,matched,12560,12556,-4
2,10,8,matched,12602,12598,-4
2,10,8,matched,12670,12666,-4
2,10,8,matched,12702,12698,-4
2,10,8,matched,12735,12731,-4
2,10,8,matched,12400,12395,-5
2,10,8,unmatched_gt,12298,,
2,10,8,unmatched_gt,12313,,
2,10,8,unmatched_gt,12372,,
2,10,8,unmatched_gt,12429,,
2,10,8,unmatched_gt,12465,,
2,10,8,unmatched_gt,12631,,
2,10,8,unmatched_gt,12783,,
2,10,8,unmatched_gt,12886,,
2,10,8,unmatched_gt,12942,,
2,10,8,unmatched_candidate,,12288,
2,10,8,unmatched_candidate,,12381,
2,10,8,unmatched_candidate,,12967,
3,5,4,matched,13502,13500,-2
3,5,4,matched,13434,13431,-3
3,5,4,matched,13478,13475,-3
3,5,4,matched,13456,13452,-4
3,5,4,unmatched_gt,13516,,
3,5,4,unmatched_gt,13523,,
3,5,4,unmatched_candidate,,13579,
3,5,4,unmatched_candidate,,13624,
3,5,4,unmatched_candidate,,13725,
3,5,4,unmatched_candidate,,13757,
3,5,4,unmatched_candidate,,13791,
3,5,4,unmatched_candidate,,13810,
3,5,4,unmatched_candidate,,13917,
3,5,4,unmatched_candidate,,13942,
3,5,4,unmatched_candidate,,13976,
3,5,4,unmatched_candidate,,14012,
3,5,4,unmatched_candidate,,14042,
3,5,4,unmatched_candidate,,14067,
3,5,4,unmatched_candidate,,14103,
3,5,4,unmatched_candidate,,14132,
3,5,4,unmatched_candidate,,14186,
3,5,4,unmatched_candidate,,14242,
3,5,4,unmatched_candidate,,14262,
3,5,4,unmatched_candidate,,14272,
3,5,4,unmatched_candidate,,14287,
3,10,8,matched,13502,13500,-2
3,10,8,matched,13434,13431,-3
3,10,8,matched,13478,13475,-3
3,10,8,matched,13456,13452,-4
3,10,8,unmatched_gt,13516,,
3,10,8,unmatched_gt,13523,,
3,10,8,unmatched_candidate,,13579,
3,10,8,unmatched_candidate,,13624,
3,10,8,unmatched_candidate,,13725,
3,10,8,unmatched_candidate,,13757,
3,10,8,unmatched_candidate,,13791,
3,10,8,unmatched_candidate,,13810,
3,10,8,unmatched_candidate,,13917,
3,10,8,unmatched_candidate,,13942,
3,10,8,unmatched_candidate,,13976,
3,10,8,unmatched_candidate,,14012,
3,10,8,unmatched_candidate,,14042,
3,10,8,unmatched_candidate,,14067,
3,10,8,unmatched_candidate,,14103,
