video_id,start_frame,end_frame,upleft_x,upleft_y,upright_x,upright_y,downleft_x,downleft_y,downright_x,downright_y
1,0,723,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,723,3368,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,3368,3473,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,3473,3552,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,3552,3587,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,3587,3678,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,3678,3746,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,3746,3787,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,3787,3829,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,3829,3960,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,3960,3978,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,3978,4124,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,4124,4232,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,4232,4314,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,4314,4404,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,4404,9933,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,9933,10147,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,10147,10273,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,10273,10496,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,10496,11330,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,11330,11668,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,11668,11837,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,11837,11877,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,11877,12004,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,12004,12082,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,12082,12201,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,12201,12287,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,12287,12986,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,12986,13429,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,13429,13585,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,13585,13623,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,13623,14290,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,14290,14321,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,14321,14510,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,14510,14542,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,14542,14873,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,14873,14938,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,14938,15085,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
1,15085,15288,611.4000000000001,462.90000000000003,1300.5,461.09999999999997,460.79999999999995,1006.8000000000001,1459.5,1004.0999999999999
