rally_id,tolerance_base30,tolerance_frames,row_kind,gt_frame,candidate_frame,offset_frames
0,5,4,unmatched_gt,11496,,
0,5,4,unmatched_gt,11582,,
0,5,4,unmatched_candidate,,11567,
0,5,4,unmatched_candidate,,11633,
0,5,4,unmatched_candidate,,11646,
0,10,8,unmatched_gt,11496,,
0,10,8,unmatched_gt,11582,,
0,10,8,unmatched_candidate,,11567,
0,10,8,unmatched_candidate,,11633,
0,10,8,unmatched_candidate,,11646,
1,5,4,matched,11921,11919,-2
1,5,4,matched,11952,11950,-2
1,5,4,matched,11934,11937,3
1,5,4,unmatched_gt,11881,,
1,5,4,unmatched_gt,11900,,
1,5,4,unmatched_gt,11965,,
1,5,4,unmatched_candidate,,11894,
1,5,4,unmatched_candidate,,11981,
1,5,4,unmatched_candidate,,11998,
1,10,8,matched,11921,11919,-2
1,10,8,matched,11952,11950,-2
1,10,8,matched,11934,11937,3
1,10,8,matched,11900,11894,-6
1,10,8,unmatched_gt,11881,,
1,10,8,unmatched_gt,11965,,
1,10,8,unmatched_candidate,,11981,
1,10,8,unmatched_candidate,,11998,
2,5,4,matched,12372,12372,0
2,5,4,matched,12465,12465,0
2,5,4,matched,12331,12330,-1
2,5,4,matched,12655,12654,-1
2,5,4,matched,12783,12782,-1
2,5,4,matched,12446,12443,-3
2,5,4,matched,12492,12489,-3
2,5,4,matched,12577,12574,-3
2,5,4,matched,12766,12763,-3
2,5,4,matched,12810,12807,-3
2,5,4,matched,12875,12878,3
2,5,4,matched,12913,12910,-3
2,5,4,matched,12942,12945,3
2,5,4,matched,12298,12302,4
2,5,4,matched,12362,12358,-4
2,5,4,matched,12516,12512,-4
2,5,4,matched,12560,12556,-4
2,5,4,matched,12602,12598,-4
2,5,4,matched,12670,12666,-4
2,5,4,matched,12702,12698,-4
2,5,4,matched,12735,12731,-4
2,5,4,unmatched_gt,12313,,
2,5,4,unmatched_gt,12400,,
2,5,4,unmatched_gt,12429,,
2,5,4,unmatched_gt,12631,,
2,5,4,unmatched_gt,12847,,
2,5,4,unmatched_gt,12886,,
2,5,4,unmatched_candidate,,12289,
2,5,4,unmatched_candidate,,12380,
2,5,4,unmatched_candidate,,12395,
2,5,4,unmatched_candidate,,12497,
2,5,4,unmatched_candidate,,12625,
2,5,4,unmatched_candidate,,12797,
2,5,4,unmatched_candidate,,12932,
2,5,4,unmatched_candidate,,12966,
2,10,8,matched,12372,12372,0
2,10,8,matched,12465,12465,0
2,10,8,matched,12331,12330,-1
2,10,8,matched,12655,12654,-1
2,10,8,matched,12783,12782,-1
2,10,8,matched,12446,12443,-3
2,10,8,matched,12492,12489,-3
2,10,8,matched,12577,12574,-3
2,10,8,matched,12766,12763,-3
2,10,8,matched,12810,12807,-3
2,10,8,matched,12875,12878,3
2,10,8,matched,12913,12910,-3
2,10,8,matched,12942,12945,3
2,10,8,matched,12298,12302,4
2,10,8,matched,12362,12358,-4
2,10,8,matched,12516,12512,-4
2,10,8,matched,12560,12556,-4
2,10,8,matched,12602,12598,-4
2,10,8,matched,12670,12666,-4
2,10,8,matched,12702,12698,-4
2,10,8,matched,12735,12731,-4
2,10,8,matched,12400,12395,-5
2,10,8,matched,12631,12625,-6
2,10,8,unmatched_gt,12313,,
2,10,8,unmatched_gt,12429,,
2,10,8,unmatched_gt,12847,,
2,10,8,unmatched_gt,12886,,
2,10,8,unmatched_candidate,,12289,
2,10,8,unmatched_candidate,,12380,
2,10,8,unmatched_candidate,,12497,
2,10,8,unmatched_candidate,,12797,
2,10,8,unmatched_candidate,,12932,
2,10,8,unmatched_candidate,,12966,
3,5,4,matched,13502,13500,-2
3,5,4,matched,13523,13521,-2
3,5,4,matched,13478,13475,-3
3,5,4,matched,13456,13452,-4
3,5,4,unmatched_gt,13434,,
3,5,4,unmatched_gt,13516,,
3,5,4,unmatched_candidate,,13550,
3,5,4,unmatched_candidate,,13569,
3,5,4,unmatched_candidate,,13582,
3,5,4,unmatched_candidate,,13625,
3,5,4,unmatched_candidate,,13710,
3,5,4,unmatched_candidate,,13725,
3,5,4,unmatched_candidate,,13758,
3,5,4,unmatched_candidate,,13792,
3,5,4,unmatched_candidate,,13857,
3,5,4,unmatched_candidate,,13918,
3,5,4,unmatched_candidate,,13942,
3,5,4,unmatched_candidate,,13966,
3,5,4,unmatched_candidate,,13976,
3,5,4,unmatched_candidate,,13999,
3,5,4,unmatched_candidate,,14012,
3,5,4,unmatched_candidate,,14042,
3,5,4,unmatched_candidate,,14067,
3,5,4,unmatched_candidate,,14077,
3,5,4,unmatched_candidate,,14103,
3,5,4,unmatched_candidate,,14169,
3,5,4,unmatched_candidate,,14186,
3,5,4,unmatched_candidate,,14222,
3,5,4,unmatched_candidate,,14254,
3,5,4,unmatched_candidate,,14272,
3,5,4,unmatched_candidate,,14286,
