rally_id,horizon_seconds,horizon_frames,final_contact_frame,requested_end_frame,safe_end_frame,effective_end_frame,closure_reasons,strict_landing_frame,strict_landing_x_norm,strict_landing_y_norm,strict_landing_half,strict_landing_at_border,strict_landing_net_ender,capped_landing_frame,capped_landing_x_norm,capped_landing_y_norm,capped_landing_half,capped_landing_at_border,capped_landing_net_ender,strict_verdict,strict_winner,strict_verdict_source,capped_verdict,capped_winner,capped_verdict_source,landing_changed,winner_changed
0,1.0,25,11646,11671,11668,11668,definitive_exclusion,,,,,,,,,,,,,,,,,,,false,false
0,2.0,50,11646,11696,11668,11668,definitive_exclusion,,,,,,,,,,,,,,,,,,,false,false
0,3.0,75,11646,11721,11668,11668,definitive_exclusion,,,,,,,,,,,,,,,,,,,false,false
2,1.0,25,12966,12991,12986,12986,definitive_exclusion,12978,0.8249763916014834,0.5017767489520399,Bot,false,true,12978,0.8249763916014834,0.5017767489520399,Bot,false,true,won,Top,next_server,won,Top,next_server,false,false
2,2.0,50,12966,13016,12986,12986,definitive_exclusion,12978,0.8249763916014834,0.5017767489520399,Bot,false,true,12978,0.8249763916014834,0.5017767489520399,Bot,false,true,won,Top,next_server,won,Top,next_server,false,false
2,3.0,75,12966,13041,12986,12986,definitive_exclusion,12978,0.8249763916014834,0.5017767489520399,Bot,false,true,12978,0.8249763916014834,0.5017767489520399,Bot,false,true,won,Top,next_server,won,Top,next_server,false,false
3,1.0,25,14286,14311,14290,14290,definitive_exclusion,,,,,,,,,,,,,,,,,,,false,false
3,2.0,50,14286,14336,14290,14290,definitive_exclusion,,,,,,,,,,,,,,,,,,,false,false
3,3.0,75,14286,14361,14290,14290,definitive_exclusion,,,,,,,,,,,,,,,,,,,false,false
5,1.0,25,15502,15527,15508,15508,definitive_exclusion,15507,1.4052084644437355,-0.7548622605445814,Top,false,false,15507,1.4052084644437355,-0.7548622605445814,Top,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
5,2.0,50,15502,15552,15508,15508,definitive_exclusion,15507,1.4052084644437355,-0.7548622605445814,Top,false,false,15507,1.4052084644437355,-0.7548622605445814,Top,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
5,3.0,75,15502,15577,15508,15508,definitive_exclusion,15507,1.4052084644437355,-0.7548622605445814,Top,false,false,15507,1.4052084644437355,-0.7548622605445814,Top,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
6,1.0,25,15966,15991,15969,15969,definitive_exclusion,15968,0.31555648212622583,-0.14922076819442529,Top,false,false,15968,0.31555648212622583,-0.14922076819442529,Top,false,false,lost,Top,landing_geometry,lost,Top,landing_geometry,false,false
6,2.0,50,15966,16016,15969,15969,definitive_exclusion,15968,0.31555648212622583,-0.14922076819442529,Top,false,false,15968,0.31555648212622583,-0.14922076819442529,Top,false,false,lost,Top,landing_geometry,lost,Top,landing_geometry,false,false
6,3.0,75,15966,16041,15969,15969,definitive_exclusion,15968,0.31555648212622583,-0.14922076819442529,Top,false,false,15968,0.31555648212622583,-0.14922076819442529,Top,false,false,lost,Top,landing_geometry,lost,Top,landing_geometry,false,false
8,1.0,25,17617,17642,17662,17642,horizon_cap,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
8,2.0,50,17617,17667,17662,17662,definitive_exclusion,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
8,3.0,75,17617,17692,17662,17662,definitive_exclusion,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
9,1.0,25,19118,19143,19134,19134,definitive_exclusion,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
9,2.0,50,19118,19168,19134,19134,definitive_exclusion,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
9,3.0,75,19118,19193,19134,19134,definitive_exclusion,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
10,1.0,25,20510,20535,20542,20535,horizon_cap,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
10,2.0,50,20510,20560,20542,20542,definitive_exclusion,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
10,3.0,75,20510,20585,20542,20542,definitive_exclusion,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
11,1.0,25,22110,22135,22147,22135,horizon_cap,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
11,2.0,50,22110,22160,22147,22147,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
11,3.0,75,22110,22185,22147,22147,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
12,1.0,25,23422,23447,23470,23447,horizon_cap,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
12,2.0,50,23422,23472,23470,23470,definitive_exclusion,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
12,3.0,75,23422,23497,23470,23470,definitive_exclusion,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
13,1.0,25,24318,24343,24351,24343,horizon_cap,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
13,2.0,50,24318,24368,24351,24351,definitive_exclusion,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
13,3.0,75,24318,24393,24351,24351,definitive_exclusion,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
14,1.0,25,26057,26082,26059,26059,sustained_loss,,,,,,,,,,,,,,,,,,,false,false
14,2.0,50,26057,26107,26059,26059,sustained_loss,,,,,,,,,,,,,,,,,,,false,false
14,3.0,75,26057,26132,26059,26059,sustained_loss,,,,,,,,,,,,,,,,,,,false,false
16,1.0,25,28702,28727,28747,28727,horizon_cap,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
16,2.0,50,28702,28752,28747,28747,definitive_exclusion,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
16,3.0,75,28702,28777,28747,28747,definitive_exclusion,,,,,,,,,,,,,lost,Top,next_server,lost,Top,next_server,false,false
17,1.0,25,29314,29339,29316,29316,sustained_loss,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
17,2.0,50,29314,29364,29316,29316,sustained_loss,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
17,3.0,75,29314,29389,29316,29316,sustained_loss,,,,,,,,,,,,,won,Top,next_server,won,Top,next_server,false,false
18,1.0,25,31486,31511,31502,31502,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
18,2.0,50,31486,31536,31502,31502,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
18,3.0,75,31486,31561,31502,31502,definitive_exclusion,,,,,,,,,,,,,lost,Bot,next_server,lost,Bot,next_server,false,false
19,1.0,25,31827,31852,31889,31852,horizon_cap,31848,1.0454211030640068,0.8984888081044348,Bot,false,false,31848,1.0454211030640068,0.8984888081044348,Bot,false,false,lost,Bot,next_server,lost,Bot,next_server,false,false
