video_id,case_id,court_parent,scene_index,start_frame,end_frame,n_frames,sampled_frame_indices,quad_source,raw_tl_x,raw_tl_y,raw_tr_x,raw_tr_y,raw_br_x,raw_br_y,raw_bl_x,raw_bl_y,peak_tl,peak_tr,peak_br,peak_bl,corner_source_tl,corner_source_tr,corner_source_br,corner_source_bl,fallback_reproj_line_px,fallback_reproj_anchor_px,fallback_gate_line_frac,fallback_gate_anchor_frac,fallback_n_lines_used,fallback_n_correspondences,fallback_max_sagitta_px,exactly_two_frame_count,exactly_two_frame_fraction,scene_valid,consensus_distance_px,consensus_flagged,active_tl_x,active_tl_y,active_tr_x,active_tr_y,active_br_x,active_br_y,active_bl_x,active_bl_y
1,sset_01/tracknet-stride-8,detected_ckn_opencv_consensus,0,0,723,723,"[36,108,180,253,325,397,469,542,614,686]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
1,sset_01/tracknet-stride-8,detected_ckn_opencv_consensus,1,723,3368,2645,"[855,1119,1384,1648,1913,2177,2442,2706,2971,3235]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
1,sset_01/tracknet-stride-8,detected_ckn_opencv_consensus,2,3368,3473,105,"[3373,3383,3394,3404,3415,3425,3436,3446,3457,3467]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
1,sset_01/tracknet-stride-8,detected_ckn_opencv_consensus,3,3473,3552,79,"[3476,3484,3492,3500,3508,3516,3524,3532,3540,3548]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
1,sset_01/tracknet-stride-8,detected_ckn_opencv_consensus,4,3552,3587,35,"[3553,3557,3560,3564,3567,3571,3574,3578,3581,3585]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
1,sset_01/tracknet-stride-8,detected_ckn_opencv_consensus,5,3587,3678,91,"[3591,3600,3609,3618,3627,3637,3646,3655,3664,3673]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
1,sset_01/tracknet-stride-8,detected_ckn_opencv_consensus,6,3678,3746,68,"[3681,3688,3695,3701,3708,3715,3722,3729,3735,3742]",fallback,322.371337890625,34.14072036743164,354.65289306640625,46.37373352050781,395.8912048339844,130.29092407226562,226.22494506835938,192.0272216796875,0.00907143671065569,0.008782575838267803,0.06683539599180222,0.08620405197143555,fallback,fallback,model,model,4.164835337730608,7.450773102387851e-05,0.0070897824150739416,1.268342103263054e-07,8,17,15.311393511672634,0,0.0,false,,,,,,,,,,
1,sset_01/tracknet-stride-8,detected_ckn_opencv_consensus,7,3746,3787,41,"[3748,3752,3756,3760,3764,3768,3772,3776,3780,3784]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
1,sset_01/tracknet-stride-8,detected_ckn_opencv_consensus,8,3787,3829,42,"[3789,3793,3797,3801,3805,3810,3814,3818,3822,3826]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
1,sset_01/tracknet-stride-8,detected_ckn_opencv_consensus,9,3829,3960,131,"[3835,3848,3861,3874,3887,3901,3914,3927,3940,3953]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
1,sset_01/tracknet-stride-8,detected_ckn_opencv_consensus,10,3960,3978,18,"[3960,3962,3964,3966,3968,3969,3971,3973,3975,3977]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
1,sset_01/tracknet-stride-8,detected_ckn_opencv_consensus,11,3978,4124,146,"[3985,3999,4014,4029,4043,4058,4072,4087,4102,4116]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
1,sset_01/tracknet-stride-8,detected_ckn_opencv_consensus,12,4124,4232,108,"[4129,4140,4151,4161,4172,4183,4194,4205,4215,4226]",,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,false,,,,,,,,,,
