rally_id,horizon_seconds,horizon_frames,final_contact_frame,requested_end_frame,safe_end_frame,effective_end_frame,closure_reasons,strict_landing_frame,strict_landing_x_norm,strict_landing_y_norm,strict_landing_half,strict_landing_at_border,strict_landing_net_ender,capped_landing_frame,capped_landing_x_norm,capped_landing_y_norm,capped_landing_half,capped_landing_at_border,capped_landing_net_ender,strict_verdict,strict_winner,strict_verdict_source,capped_verdict,capped_winner,capped_verdict_source,landing_changed,winner_changed
0,1.0,25,23918,23943,23928,23928,sustained_loss,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
0,2.0,50,23918,23968,23928,23928,sustained_loss,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
0,3.0,75,23918,23993,23928,23928,sustained_loss,,,,,,,,,,,,,won,Bot,next_server,won,Bot,next_server,false,false
1,1.0,25,24686,24711,24710,24710,definitive_exclusion,24705,0.6154700631165292,0.6235680883816545,Bot,false,false,24705,0.6154700631165292,0.6235680883816545,Bot,false,false,won,Top,next_server,won,Top,next_server,false,false
1,2.0,50,24686,24736,24710,24710,definitive_exclusion,24705,0.6154700631165292,0.6235680883816545,Bot,false,false,24705,0.6154700631165292,0.6235680883816545,Bot,false,false,won,Top,next_server,won,Top,next_server,false,false
1,3.0,75,24686,24761,24710,24710,definitive_exclusion,24705,0.6154700631165292,0.6235680883816545,Bot,false,false,24705,0.6154700631165292,0.6235680883816545,Bot,false,false,won,Top,next_server,won,Top,next_server,false,false
2,1.0,25,25230,25255,25248,25248,sustained_loss,25240,0.26710847359604317,0.47206996472163043,Top,false,true,25240,0.26710847359604317,0.47206996472163043,Top,false,true,lost,Bot,net_rule,lost,Bot,net_rule,false,false
2,2.0,50,25230,25280,25248,25248,sustained_loss,25240,0.26710847359604317,0.47206996472163043,Top,false,true,25240,0.26710847359604317,0.47206996472163043,Top,false,true,lost,Bot,net_rule,lost,Bot,net_rule,false,false
2,3.0,75,25230,25305,25248,25248,sustained_loss,25240,0.26710847359604317,0.47206996472163043,Top,false,true,25240,0.26710847359604317,0.47206996472163043,Top,false,true,lost,Bot,net_rule,lost,Bot,net_rule,false,false
4,1.0,25,26382,26407,26433,26407,horizon_cap,26415,0.4552103640268883,-0.19744643456860883,Top,false,false,26406,0.43042226830852504,-0.397821707519918,Top,false,false,lost,Bot,landing_geometry,lost,Bot,landing_geometry,true,false
4,2.0,50,26382,26432,26433,26432,horizon_cap,26415,0.4552103640268883,-0.19744643456860883,Top,false,false,26415,0.4552103640268883,-0.19744643456860883,Top,false,false,lost,Bot,landing_geometry,lost,Bot,landing_geometry,false,false
4,3.0,75,26382,26457,26433,26433,definitive_exclusion,26415,0.4552103640268883,-0.19744643456860883,Top,false,false,26415,0.4552103640268883,-0.19744643456860883,Top,false,false,lost,Bot,landing_geometry,lost,Bot,landing_geometry,false,false
6,1.0,25,28498,28523,28504,28504,definitive_exclusion,28501,0.3010931537332504,0.645333914825919,Bot,false,false,28501,0.3010931537332504,0.645333914825919,Bot,false,false,lost,Top,landing_geometry,lost,Top,landing_geometry,false,false
6,2.0,50,28498,28548,28504,28504,definitive_exclusion,28501,0.3010931537332504,0.645333914825919,Bot,false,false,28501,0.3010931537332504,0.645333914825919,Bot,false,false,lost,Top,landing_geometry,lost,Top,landing_geometry,false,false
